913,MODEL #12 07/01/21
914,DWARF #11 06/30/21
915,HEATH #10 06/29/21
916,SERVE #9 06/28/21
917,NAVAL #8 06/27/21
918,EVADE #7 06/26/21
919,FOCAL #6 06/25/21
920,BLUSH #5 06/24/21
921,AWAKE #4 06/23/21
922,HUMPH #3 06/22/21
923,SISSY #2 06/21/21
924,REBUT #1 06/20/21
925,CIGAR #0 06/19/21
